time,plastic,non metalic minerals,chemical,metal 1,metal 2,metal 3,total_demand,wind_output,pv_generation,,wind_output2,pv_generation2
1/1/2019 0:00,135.6881875,24.8624,4.448,2418.3337,3140.5559,37.6549587499999,5761.54314625,126.366629091925,0,,126366.629091925,-3.42
1/1/2019 1:00,135.6785441,21.9596,4.334,2443.9246,3201.5724,38.7045687499999,5846.17371285,99.9225344758272,0,,99922.5344758272,-3.42
1/1/2019 2:00,135.66890071,21.8334,4.448,2463.1177,3614.3312,39.7541787499999,6279.15337946,85.4275108021005,0,,85427.5108021005,-3.42
1/1/2019 3:00,135.65925731,21.2311898901098,4.2199,2447.12349999999,3312.8378,40.8037887499999,5961.87543595011,80.0267355122071,0,,80026.7355122071,-3.42
1/1/2019 4:00,135.64961391,19.2984079120879,4.2199,2306.3739,3043.6474,41.8533987499999,5551.0426205721,58.9760868882367,0,,58976.0868882367,-3.42
1/1/2019 5:00,135.63997052,18.0291120879121,4.448,1698.5915,2268.3788,42.9030087499998,4167.99039135791,60.357712935648,0,,60357.712935648,-3.42
1/1/2019 6:00,135.63032712,16.7598162637362,4.334,1749.7732,2903.6682,43.9526187499998,4854.11816213374,52.4620612274987,0,,52462.0612274987,-3.42
1/1/2019 7:00,135.62068373,15.4905204395604,6.0448,1682.5973,2214.5405,45.00222875,4099.29603291956,52.3774201229404,0,,52377.4201229404,-3.42
1/1/2019 8:00,135.61104033,14.2212246153846,6.6151,1868.1309,2982.6308,46.05183875,5053.26090369538,56.6008812624239,1.86814157019213,,56600.8812624239,1868.14157019213
1/1/2019 9:00,135.60139694,12.9519287912088,3.1934,2440.7258,3007.7553,47.10144875,5647.32927448122,57.7955422848371,5.15214968378891,,57795.5422848371,5152.14968378891
1/1/2019 10:00,135.59175354,11.6826329670329,3.0794,2427.9303,2634.4777,48.1510587499998,5260.91284525703,49.0373287144381,8.02564337367311,,49037.3287144381,8025.64337367311
1/1/2019 11:00,135.58211014,10.4133371428571,1.939,2315.9705,2828.2949,49.2006687499998,5341.40051603286,34.5971272710706,8.90966992881933,,34597.1272710706,8909.66992881933
1/1/2019 12:00,135.57246674,9.14404131868134,2.9654,2424.7315,2813.938,50.2502787499998,5436.60168680869,17.8416372341352,8.89281929220143,,17841.6372341352,8892.81929220143
1/1/2019 13:00,135.56282335,7.8747454945055,1.8249,2495.1063,2932.3819,51.2998887499999,5624.0505575945,4.11354816274034,8.01859941249426,,4113.54816274034,8018.59941249426
1/1/2019 14:00,135.55317995,6.60544967032969,1.5967,2488.7085,2857.0086,52.3494987499999,5541.82192837034,0.0018323744721345,6.611853136,,1.8323744721345,6611.853136
1/1/2019 15:00,135.54353656,5.33615384615386,1.3686,2386.3453,2892.9007,53.3991087499998,5474.89339915615,1.22870209079185,4.40350293886906,,1228.70209079185,4403.50293886906
1/1/2019 16:00,135.53389316,4.06685802197803,2.7374,1692.1938,2300.68149999999,54.4487187499998,4189.66216993197,6.88854537580085,1.58881370846982,,6888.54537580085,1588.81370846982
1/1/2019 17:00,135.52424976,2.7975621978022,3.1935,1474.67189999999,2131.9888,55.4983287499998,3803.6743407078,15.3702343451032,0.0490524220569968,,15370.2343451032,49.0524220569968
1/1/2019 18:00,135.51460637,1.52826637362636,7.9837,1743.3755,2390.4116,56.5479387499999,4335.36161149362,22.2918983894994,0,,22291.8983894994,-3.42
1/1/2019 19:00,135.50496297,0.367478241758252,10.6069,2226.4025,3215.9292,57.5975487499999,5646.40858996176,30.8372747051582,0,,30837.2747051582,-3.42
1/1/2019 20:00,135.49531958,1.01032527472527,8.4399,2363.9533,3463.5845,58.6471587499998,6031.13050360474,41.3373640555862,0,,41337.3640555862,-3.42
1/1/2019 21:00,135.48567618,2.27962109890109,8.7821,2533.4925,3398.9788,59.6967687499998,6138.7154660289,41.1924772893252,0,,41192.4772893252,-3.42
1/1/2019 22:00,135.47603278,3.54891692307691,6.7291,2399.14059999999,3323.6055,60.7463787499998,5929.24652845308,42.8786729337117,0,,42878.6729337117,-3.42
1/1/2019 23:00,135.46638939,4.81821274725274,6.1588,2338.3624,3180.03709999999,61.7959887499998,5726.63889088726,48.5794978411061,0,,48579.4978411061,-3.42
1/2/2019 0:00,135.45674599,6.08750857142854,5.9307,2453.5212,3068.7718,68.028098125,5737.79605268642,54.1160368815288,0,,54116.0368815288,-3.42
1/2/2019 1:00,135.44710259,7.35680439560438,5.8167,2507.9017,3183.6263,398.8533,6239.00190698562,58.6111798141291,0,,58611.1798141291,-3.42
1/2/2019 2:00,135.4374592,8.62610021978021,5.7026,2299.9761,3262.5889,467.0781,6179.40925941978,66.853735234659,0,,66853.735234659,-3.42
1/2/2019 3:00,135.4278158,9.89539604395602,5.7025,2315.9705,3219.5185,409.3494,6095.86411184395,81.4116816934219,0,,81411.6816934219,-3.42
1/2/2019 4:00,135.41817241,11.1646918681318,5.7026,2421.5326,3445.6385,377.8609,6397.31746427814,83.7675551075033,0,,83767.5551075033,-3.42
1/2/2019 5:00,135.40852901,12.4339876923076,3.6497,1992.8861,2638.0669,362.1168,5144.5620167023,69.9423903251142,0,,69942.3903251142,-3.42
1/2/2019 6:00,135.39888561,13.7032835164835,4.6762,1583.4329,2727.7971,356.8687,4821.87706912649,111.078517540234,0,,111078.517540234,-3.42
1/2/2019 7:00,135.38924222,14.9725793406593,9.6945,1589.8306,2713.4403,467.0782,4930.40542156066,139.626380883481,0,,139626.380883481,-3.42
1/2/2019 8:00,135.37959882,16.2418751648352,34.6722,2098.4483,2598.5857,2519.0732,7402.40087398483,152.632328448191,0.0895541637907338,,152632.328448191,89.5541637907338
1/2/2019 9:00,135.36995542,17.5111709890108,50.2973,2120.8403,2691.9052,6381.65209999999,11397.576026409,165.091631685916,0.359365667098788,,165091.631685916,359.365667098788
1/2/2019 10:00,135.36031203,18.7804668131868,66.721,1759.3699,2652.42369999999,9488.5089,14121.1642788431,135.161721228643,1.88572886350607,,135161.721228643,1885.72886350607
1/2/2019 11:00,135.35066863,20.0497626373625,61.4745,1852.1366,3122.6098,8433.6471,13625.2684312673,90.860179954287,5.12738745801922,,90860.179954287,5127.38745801922
1/2/2019 12:00,135.34102524,21.3190584615384,14.2564999999999,991.6448,1909.4581,8022.76700416666,11094.7864878682,66.5235050669344,5.71748425164543,,66523.5050669344,5717.48425164543
1/2/2019 13:00,135.33138184,22.5883542857143,18.9328,665.3617,1794.6034,6671.73187335114,9308.54950947686,49.6884481245739,6.51429235147135,,49688.4481245739,6514.29235147135
1/2/2019 14:00,135.32173844,23.85765010989,45.1649,722.9411,1521.8236,8252.42379039081,10701.5327789407,55.1595532699515,4.508552698,,55159.5532699515,4508.552698
1/2/2019 15:00,135.31209505,25.126945934066,45.3931,716.5434,1220.3303,8461.27871112404,10603.9845521081,69.7041632099519,2.09628766872167,,69704.1632099519,2096.28766872167
1/2/2019 16:00,135.30245165,26.3962417582416,66.721,732.5376,1403.3799,8475.6316,10839.9687934082,92.4062965522082,0.455777760186196,,92406.2965522082,455.777760186196
1/2/2019 17:00,135.29280826,27.6655375824176,65.0101,1173.9795,1554.1266,8396.9105,11352.9850458424,120.036683219963,0,,120036.683219963,-3.42
1/2/2019 18:00,135.28316486,28.9348334065933,11.6334,1909.716,2731.3863,8160.74749999999,12977.7011982665,153.71753389182,0,,153717.53389182,-3.42
1/2/2019 19:00,135.27352146,30.2041292307692,6.9573,2539.8902,4070.1604,6979.9319,13762.4174506907,186.084623345746,0,,186084.623345746,-3.42
1/2/2019 20:00,135.26387806,31.473425054945,7.0712,2584.6742,4134.7661,7032.4127,13925.6615031149,212.158098835339,0,,212158.098835339,-3.42
1/2/2019 21:00,135.25423467,32.7427208791208,5.2465,2258.3911,3183.6263,7756.6463,13371.9071555491,226.500439005862,0,,226500.439005862,-3.42
1/2/2019 22:00,135.24459127,34.0120167032967,3.3075,2431.1292,2634.4778,7478.4986,12716.6697079733,221.796398617606,0,,221796.398617606,-3.42
1/2/2019 23:00,135.23494788,35.2813125274724,2.6232,2399.1407,2609.35329999999,7158.3663,12339.9997604074,205.912566746981,0,,205912.566746981,-3.42
1/3/2019 0:00,135.22530448,36.5506083516484,2.5092,2485.5098,2781.6353,7032.4127,12473.8429128316,198.295570198148,0,,198295.570198148,-3.42
1/3/2019 1:00,135.21566109,37.819904175824,2.5092,2443.9246,2627.2993,7604.4521,12851.2207652658,191.661658604476,0,,191661.658604476,-3.42
1/3/2019 2:00,135.20601769,39.0892,2.2811,2440.7258,2975.4524,7866.8557,13459.61021769,179.979916633444,0,,179979.916633444,-3.42
1/3/2019 3:00,135.19637429,40.3584958241757,2.5092,2277.5842,2867.77619999999,7992.8094,13316.2338701141,167.56459834164,0,,167564.59834164,-3.42
1/3/2019 4:00,135.1867309,41.6277916483516,2.28099999999999,2104.84609999999,2322.2168,7914.0883,12520.2467225483,109.286733781406,0,,109286.733781406,-3.42
1/3/2019 5:00,135.1770875,42.8970874725274,2.281,1861.7331,2444.2498,9178.873,13665.2110749725,83.6525426175329,0,,83652.5426175329,-3.42
1/3/2019 6:00,135.1674441,44.1663832967032,4.5621,918.0712,1758.71129999999,6995.6762,9856.3546273967,145.06726815907,0,,145067.26815907,-3.42
1/3/2019 7:00,135.15780071,45.4356791208791,7.0712,601.3846,1313.6496,6633.55929999999,8736.25817983087,159.865636977785,0,,159865.636977785,-3.42
1/3/2019 8:00,135.14815731,46.7049749450548,41.5153,655.7651,2139.1672,9441.2765,12459.577232255,197.483481060261,0.106785380562615,,197483.481060261,106.785380562615
1/3/2019 9:00,135.13851391,47.9742707692308,72.6518,588.5891,2487.3203,9425.5322,12757.2061846792,250,5.62473648219141,,250000,5624.73648219141
1/3/2019 10:00,135.12887052,49.2435665934065,44.2525,601.3845,2935.97109999999,9446.5245,13212.5050371134,250,6.19545646556258,,250000,6195.45646556258
1/3/2019 11:00,135.11922712,50.5128624175824,68.0896,607.7823,2996.9876,8087.27449999999,11945.7660895375,250,2.84292235657651,,250000,2842.92235657651
1/3/2019 12:00,41.3053,51.7821582417581,11.2912,607.7823,2979.04169999999,7126.87789999999,10818.0805582417,250,2.47881233131524,,250000,2478.81233131524
